fid,gid,no,instl_pupr,administ,instl_dtl,lo,la,tot_camera,pixel,instl_de
3394,3394,3394,생활방범,충청북도 제천시청,충청북도 제천시 칠성로7길11-1(청전동),128.210626,37.145386,4,200,2014-01
3395,3395,3395,생활방범,충청북도 제천시청,충청북도 제천시 용두천로26길12(청전동),128.21771,37.14492,3,200,2014-01
3396,3396,3396,생활방범,충청북도 제천시청,충청북도 제천시 의림대로2안길 4(제천시 화산동),128.209087,37.127427,2,200,2014-01
3397,3397,3397,생활방범,충청북도 제천시청,충청북도 제천시 명륜로19길9 주변(교동),128.215905,37.140708,3,200,2014-01
3398,3398,3398,생활방범,충청북도 제천시청,,128.206013,37.133519,3,200,2014-01
3399,3399,3399,생활방범,충청북도 제천시청,충청북도 제천시 내제로15길13(청전동),128.205276,37.144786,2,200,2014-01
3400,3400,3400,생활방범,충청북도 제천시청,,128.15938,37.12596,4,200,2014-01
3401,3401,3401,생활방범,충청북도 제천시청,충청북도 제천시 내제로14길9-1(의림동),128.205852,37.142478,3,200,2014-01
3402,3402,3402,생활방범,충청북도 제천시청,충청북도 제천시 내제로29가길12(청전동),128.213198,37.148352,4,200,2014-01
3403,3403,3403,생활방범,충청북도 제천시청,충청북도 제천시 내제로29나길10(청전동),128.212375,37.148845,4,200,2014-01
3404,3404,3404,생활방범,충청북도 제천시청,충청북도 제천시 의림대로27길42-2(청전동),128.209701,37.145381,4,200,2014-01
3405,3405,3405,생활방범,충청북도 제천시청,,128.23294,37.157773,2,200,2014-01
3406,3406,3406,생활방범,충청북도 제천시청,충청북도 제천시 탑안로386(고암동),128.23684,37.16323,2,200,2014-01
3407,3407,3407,생활방범,충청북도 제천시청,,128.1958455,37.1471661,3,200,2014-01
3408,3408,3408,기타,충청북도 제천시청,충청북도 제천시 금성면 청풍호로24길6,128.203596,37.079349,2,200,2014-01
3409,3409,3409,기타,충청북도 제천시청,,128.28578,37.18937,2,200,2014-01
3410,3410,3410,생활방범,충청북도 제천시청,,128.2125887,37.1391445,3,200,2021-01
3411,3411,3411,생활방범,충청북도 제천시청,,128.20714,37.14572289,4,200,2021-01
3412,3412,3412,생활방범,충청북도 제천시청,충청북도 제천시 내토로 13길 6,128.2003601,37.1321927,1,200,2021-01
3413,3413,3413,생활방범,충청북도 제천시청,,128.1682678,37.1536269,5,200,2021-01
3414,3414,3414,생활방범,충청북도 제천시청,,128.210745,37.1408571,2,200,2021-01
3415,3415,3415,생활방범,충청북도 제천시청,,128.2110607,37.1404274,3,200,2021-01
3416,3416,3416,생활방범,충청북도 제천시청,,128.1924449,37.1237837,3,200,2021-01
3417,3417,3417,생활방범,충청북도 제천시청,,128.1839242,36.8942479,3,200,2021-01
3418,3418,3418,생활방범,충청북도 제천시청,,128.2166626,36.9145778,3,200,2021-01
3419,3419,3419,생활방범,충청북도 제천시청,,128.2229895,37.1166863,4,200,2021-01
3420,3420,3420,생활방범,충청북도 제천시청,,128.1980822,37.125111,3,200,2021-01
3421,3421,3421,생활방범,충청북도 제천시청,,128.2478143,37.123333,3,200,2021-01
3422,3422,3422,생활방범,충청북도 제천시청,,128.1659114,36.9984133,4,200,2021-01
3423,3423,3423,생활방범,충청북도 제천시청,,128.073808,37.115862,5,200,2021-01
3424,3424,3424,생활방범,충청북도 제천시청,,128.2081073,37.1781315,5,200,2021-01
3425,3425,3425,생활방범,충청북도 제천시청,,128.209983,37.13383,3,200,2021-01
3426,3426,3426,생활방범,충청북도 제천시청,,128.21069,37.13384,4,200,2021-01
3427,3427,3427,생활방범,충청북도 제천시청,,128.21067,37.13382,4,200,2021-01
3428,3428,3428,생활방범,충청북도 충주시청,,127.9315522,36.98183589,1,200,2022-06
3429,3429,3429,생활방범,충청북도 충주시청,,127.9315522,36.98183589,1,200,2022-06
3430,3430,3430,생활방범,충청북도 충주시청,,127.9229533,36.97651993,1,200,2022-06
3431,3431,3431,생활방범,충청북도 충주시청,,127.9229533,36.97651993,1,200,2022-06
3432,3432,3432,생활방범,충청북도 충주시청,,127.9419098,36.97894101,1,200,2022-06
3433,3433,3433,생활방범,충청북도 충주시청,,127.9419098,36.97894101,1,200,2022-06
3434,3434,3434,생활방범,충청북도 충주시청,,127.9420801,36.97896444,1,200,2022-06
3435,3435,3435,생활방범,충청북도 충주시청,,127.896884,36.991317,1,130,2014-02
3436,3436,3436,생활방범,충청북도 충주시청,,127.925286,37.060323,1,130,2014-02
3437,3437,3437,생활방범,충청북도 충주시청,,128.003949,36.995154,1,130,2014-02
3438,3438,3438,생활방범,충청북도 충주시청,,127.947866,37.056331,1,130,2014-02
3439,3439,3439,생활방범,충청북도 충주시청,,128.043847,37.031832,1,130,2014-02
3440,3440,3440,생활방범,충청북도 충주시청,,127.965795,37.063334,1,130,2014-02
3441,3441,3441,생활방범,충청북도 충주시청,,127.973709,37.091893,1,130,2014-02
3442,3442,3442,생활방범,충청북도 충주시청,,127.963593,37.103632,1,130,2014-02
3443,3443,3443,생활방범,충청북도 충주시청,,127.785036,37.143635,1,130,2014-02
3444,3444,3444,생활방범,충청북도 충주시청,,127.930275,37.094603,1,130,2014-02
3445,3445,3445,생활방범,충청북도 충주시청,,127.930243,37.094556,1,130,2014-02
3446,3446,3446,생활방범,충청북도 충주시청,,127.933415,37.133857,1,130,2014-02
3447,3447,3447,생활방범,충청북도 충주시청,,127.848437,36.991317,1,130,2014-02
3448,3448,3448,생활방범,충청북도 충주시청,,127.848341,37.101793,1,130,2014-02
3449,3449,3449,생활방범,충청북도 충주시청,,127.854248,37.149962,1,130,2014-02
3450,3450,3450,어린이보호,충청북도 충주시청,,127.878128,37.099195,1,200,2010-09
3451,3451,3451,어린이보호,충청북도 충주시청,,127.878128,37.099195,1,200,2010-09
3452,3452,3452,어린이보호,충청북도 충주시청,,127.845807,37.109634,1,200,2010-09
3453,3453,3453,어린이보호,충청북도 충주시청,,127.845807,37.109634,1,200,2010-09
3454,3454,3454,어린이보호,충청북도 충주시청,,127.940503,36.966404,1,130,2009-06
3455,3455,3455,어린이보호,충청북도 충주시청,,127.940503,36.966404,1,130,2009-06
3456,3456,3456,생활방범,충청북도 충주시청,,127.929433,36.991317,1,130,2009-06
3457,3457,3457,생활방범,충청북도 충주시청,,127.929433,36.991317,1,200,2017-08
3458,3458,3458,시설물관리,충청북도 충주시청,,127.929682,36.927881,2,41,2007-06
3459,3459,3459,시설물관리,충청북도 충주시청,,127.818968,36.978677,2,41,2004-06
3460,3460,3460,시설물관리,충청북도 충주시청,,127.876412,36.964866,2,41,2008-06
3461,3461,3461,시설물관리,충청북도 충주시청,,127.886086,36.986495,2,41,2004-06
3462,3462,3462,시설물관리,충청북도 충주시청,,127.925286,36.991317,1,200,2017-06
3463,3463,3463,시설물관리,충청북도 충주시청,,127.925286,36.991317,1,200,2017-06
3464,3464,3464,생활방범,충청북도 충주시청,,127.940252,36.984425,1,200,2017-08
3465,3465,3465,생활방범,충청북도 충주시청,,127.940252,36.984425,1,200,2017-08
3466,3466,3466,생활방범,충청북도 충주시청,,127.931491,36.971694,1,200,2017-08
3467,3467,3467,생활방범,충청북도 충주시청,,127.931491,36.971694,1,200,2017-08
3468,3468,3468,생활방범,충청북도 충주시청,,127.830258,37.018753,2,200,2018-10
3469,3469,3469,생활방범,충청북도 충주시청,,127.873253,36.964467,2,200,2018-10
3470,3470,3470,생활방범,충청북도 충주시청,,127.929769,36.972375,1,200,2018-10
3471,3471,3471,생활방범,충청북도 충주시청,,127.929769,36.972375,1,700,2018-10
3472,3472,3472,생활방범,충청북도 충주시청,,127.921515,36.974759,2,200,2018-10
3473,3473,3473,생활방범,충청북도 충주시청,,127.935632,36.983966,2,200,2018-10
3474,3474,3474,생활방범,충청북도 충주시청,,127.932456,36.989798,2,200,2018-10
3475,3475,3475,생활방범,충청북도 충주시청,,127.918653,37.013846,2,200,2018-10
3476,3476,3476,생활방범,충청북도 충주시청,,127.921289,36.975479,2,200,2018-10
3477,3477,3477,생활방범,충청북도 충주시청,,127.920144,36.974641,1,200,2018-10
3478,3478,3478,생활방범,충청북도 충주시청,,127.932108,36.958585,1,200,2018-10
3479,3479,3479,생활방범,충청북도 충주시청,,127.934595,36.986541,1,200,2018-10
3480,3480,3480,생활방범,충청북도 충주시청,,127.916973,36.974092,1,200,2018-10
3481,3481,3481,생활방범,충청북도 충주시청,,127.996348,36.884649,1,200,2020-06
3482,3482,3482,생활방범,충청북도 충주시청,,127.996348,36.884649,1,200,2020-06
3483,3483,3483,생활방범,충청북도 충주시청,,127.991067,37.031597,1,700,2020-06
3484,3484,3484,생활방범,충청북도 충주시청,,127.991067,37.031597,1,200,2020-06
3485,3485,3485,생활방범,충청북도 충주시청,,127.991067,37.031597,1,200,2020-06
3486,3486,3486,생활방범,충청북도 충주시청,,127.906483,37.057941,1,200,2020-06
3487,3487,3487,생활방범,충청북도 충주시청,,127.906483,37.057941,1,200,2020-06
3488,3488,3488,생활방범,충청북도 충주시청,,127.906483,37.057941,1,200,2020-06
3489,3489,3489,생활방범,충청북도 충주시청,,127.894062,37.096169,1,700,2020-06
3490,3490,3490,생활방범,충청북도 충주시청,,127.894062,37.096169,1,200,2020-06
3491,3491,3491,생활방범,충청북도 충주시청,,127.894062,37.096169,1,200,2020-06
3492,3492,3492,생활방범,충청북도 충주시청,,127.750928,37.111895,1,700,2020-06
3493,3493,3493,생활방범,충청북도 충주시청,,127.750928,37.111895,1,200,2020-06
3494,3494,3494,생활방범,충청북도 충주시청,,127.750928,37.111895,1,200,2020-06
3495,3495,3495,생활방범,충청북도 충주시청,,127.770315,37.007275,1,700,2020-06
3496,3496,3496,생활방범,충청북도 충주시청,,127.770315,37.007275,1,200,2020-06
3497,3497,3497,생활방범,충청북도 충주시청,,127.770315,37.007275,1,200,2020-06
3498,3498,3498,생활방범,충청북도 충주시청,,127.943623,37.135166,1,200,2020-06
3499,3499,3499,생활방범,충청북도 충주시청,,127.943623,37.135166,1,200,2020-06
3500,3500,3500,생활방범,충청북도 충주시청,,127.999218,36.850306,1,200,2020-06
3501,3501,3501,생활방범,충청북도 충주시청,,127.999218,36.850306,1,200,2020-06
3502,3502,3502,생활방범,충청북도 충주시청,,127.999218,36.850306,1,200,2020-06
3503,3503,3503,생활방범,충청북도 충주시청,,127.999218,36.850306,1,200,2020-06
3504,3504,3504,생활방범,충청북도 충주시청,,127.794606,36.972106,1,700,2020-06
3505,3505,3505,생활방범,충청북도 충주시청,,127.794606,36.972106,1,200,2020-06
3506,3506,3506,생활방범,충청북도 충주시청,,127.794606,36.972106,1,200,2020-06
3507,3507,3507,생활방범,충청북도 충주시청,,127.786316,37.097278,1,200,2020-06
3508,3508,3508,생활방범,충청북도 충주시청,,127.786316,37.097278,1,200,2020-06
3509,3509,3509,생활방범,충청북도 제천시청,충청북도 제천시 의림대로40안길 11,128.2135,37.1572,6,200,2017-01
3510,3510,3510,생활방범,충청북도 제천시청,충청북도 제천시 풍양로 113,128.2124,37.1371,3,200,2017-01
3511,3511,3511,생활방범,충청북도 제천시청,충청북도 제천시 의림대로28길 8,128.2146,37.1457,5,200,2017-01
3512,3512,3512,생활방범,충청북도 제천시청,충청북도 제천시 세명로6길 9-4,128.2041,37.1816,3,200,2017-01
3513,3513,3513,생활방범,충청북도 제천시청,충청북도 제천시 용두천로20길34,128.2184,37.1407,3,200,2017-01
3514,3514,3514,생활방범,충청북도 제천시청,충청북도 제천시 내제로 37길 12,128.2189,37.1464,4,200,2017-01
3515,3515,3515,생활방범,충청북도 제천시청,충청북도 제천시 동명로2가길4,128.2027,37.1327,4,200,2017-01
3516,3516,3516,생활방범,충청북도 제천시청,충청북도 제천시 장락로172,128.2271,37.1569,5,200,2017-01
3517,3517,3517,생활방범,충청북도 제천시청,충청북도 제천시 명륜로16길7,128.2127,37.14,5,200,2017-01
3518,3518,3518,생활방범,충청북도 제천시청,충청북도 제천시 내토로11라길28,128.2016,37.1345,5,200,2017-01
3519,3519,3519,생활방범,충청북도 제천시청,,128.1842,36.2315,5,200,2017-01
3520,3520,3520,생활방범,충청북도 제천시청,충청북도 제천시 청풍호로2마길 6,128.1867,36.2289,4,200,2017-01
3521,3521,3521,생활방범,충청북도 제천시청,충청북도 제천시 내토로 392-19,128.1869,36.2302,3,200,2017-01
3522,3522,3522,생활방범,충청북도 제천시청,충청북도 제천시 내토로 392-15,128.1871,36.2302,1,200,2017-01
3523,3523,3523,생활방범,충청북도 제천시청,충청북도 제천시 내토로 16안길 1,128.1868,36.2306,3,200,2017-01
3524,3524,3524,생활방범,충청북도 제천시청,충청북도 제천시 명지로 4길 2,128.2003,37.1104,3,200,2017-01
3525,3525,3525,생활방범,충청북도 제천시청,충청북도 제천시 청풍호로7길 12,128.2037,37.125,4,200,2017-01
3526,3526,3526,생활방범,충청북도 제천시청,,128.2261,37.1241,4,200,2017-01
3527,3527,3527,생활방범,충청북도 제천시청,,128.2242,37.1312,4,200,2017-01
3528,3528,3528,생활방범,충청북도 제천시청,,128.2089,37.1473,4,200,2017-01
3529,3529,3529,다목적,충청북도 제천시청,,128.141902,36.91753158,3,200,2023-01
3530,3530,3530,시설물관리,충청북도 제천시청,,128.305169,37.203494,3,200,2023-01
3531,3531,3531,시설물관리,충청북도 제천시청,,128.298078,37.199606,2,200,2023-01
3532,3532,3532,시설물관리,충청북도 제천시청,,128.172262,37.126147,2,200,2023-01
3533,3533,3533,시설물관리,충청북도 제천시청,,128.172331,37.124866,2,200,2023-01
3534,3534,3534,시설물관리,충청북도 제천시청,,128.17307,37.125261,2,200,2023-01
3535,3535,3535,시설물관리,충청북도 제천시청,,128.173166,37.125134,1,200,2023-01
3536,3536,3536,시설물관리,충청북도 제천시청,,128.173622,37.124442,1,200,2023-01
3537,3537,3537,시설물관리,충청북도 제천시청,,128.173997,37.124004,1,200,2023-01
3538,3538,3538,시설물관리,충청북도 제천시청,,128.172941,37.124295,1,200,2023-01
3539,3539,3539,시설물관리,충청북도 제천시청,,128.173285,37.123906,1,200,2023-01
3540,3540,3540,시설물관리,충청북도 제천시청,,128.174526,37.120979,2,200,2023-01
3541,3541,3541,시설물관리,충청북도 제천시청,,128.17386,37.120657,2,200,2023-01
3542,3542,3542,시설물관리,충청북도 제천시청,,128.174544,37.12065,2,200,2023-01
3543,3543,3543,시설물관리,충청북도 제천시청,,128.174656,37.11953,2,200,2023-01
3544,3544,3544,시설물관리,충청북도 제천시청,,128.298324,37.198723,1,200,2023-01
3545,3545,3545,재난재해,충청북도 제천시청,,128.212017,37.232388,1,200,2023-01
3546,3546,3546,재난재해,충청북도 제천시청,,128.212875,37.231001,1,200,2023-01
3547,3547,3547,재난재해,충청북도 제천시청,,128.149713,37.133668,1,200,2023-01
3548,3548,3548,생활방범,충청북도 제천시청,,128.2112,37.1334,4,200,2021-01
3549,3549,3549,생활방범,충청북도 제천시청,,128.21031,37.13266,3,200,2021-01
3550,3550,3550,생활방범,충청북도 제천시청,,128.2109183,37.1323,5,200,2021-01
3551,3551,3551,생활방범,충청북도 제천시청,,128.21132,37.13222,5,200,2021-01
3552,3552,3552,생활방범,충청북도 제천시청,,128.20966,37.1319,4,200,2021-01
3553,3553,3553,생활방범,충청북도 제천시청,,128.20915,37.13254,2,200,2021-01
3554,3554,3554,생활방범,충청북도 제천시청,,128.2097,37.133495,3,200,2021-01
3555,3555,3555,생활방범,충청북도 제천시청,,128.20936,37.1343038,3,200,2021-01
3556,3556,3556,생활방범,충청북도 제천시청,,128.2089535,37.1335703,5,200,2021-01
3557,3557,3557,생활방범,충청북도 제천시청,,128.2094983,37.1317251,4,200,2021-01
3558,3558,3558,생활방범,충청북도 제천시청,,128.1501871,37.0735456,2,200,2021-01
3559,3559,3559,생활방범,충청북도 제천시청,,128.20708,37.1826088,4,200,2021-01
3560,3560,3560,생활방범,충청북도 제천시청,,128.17358,37.1529057,4,200,2021-01
3561,3561,3561,생활방범,충청북도 제천시청,,128.2152422,37.1389783,3,200,2021-01
3562,3562,3562,차량방범,충청북도 제천시청,,128.2209999,37.130394,4,200,2021-01
3563,3563,3563,생활방범,충청북도 충주시청,,127.945049,36.983222,1,200,2012-08
3564,3564,3564,생활방범,충청북도 충주시청,,127.945049,36.983222,1,200,2012-08
3565,3565,3565,생활방범,충청북도 충주시청,,127.925286,36.981971,1,200,2012-08
